"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"B",0.0406315450781915,0.0183414025686915,0,0.0307019603063745,0,0.0245921071343033,0,0,0,0.0226890060387984,0,0.0211836773207682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0.159826862144392,0.240179233969041,0.191623531427196,0.404319131027729,0.112937560323749,0.287509645669371,0.495414551123358,0.180568871406672,0.251579318118985,0.248617045406595,0.0661914046893389,0.0791287158497097,0.0864350085237306,0.174385115359011,0.132557801690967,0.0312968481908895,0.0281962155353964,0.362245261975696,0.120949985889368,0.0686100467340246,0.239630990593408,0.0561730482151008,0,0.341339567060877,0.178527976158803,0.439280655508971,0.286160383451487,0.150716221220016,0.0930532088632347,0.244404341687712,0.272518038357352,0,0.0703102791455257,0.0738526718964485,0.222639757532424,0,0.559679445911956,0.266122436212853
"T",0.0676441315224843,0.0503261916521493,0,0.0797349644671718,0,0.0638493462197869,0,0,0,0.0490844028095616,0,0.0422546892297841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0.306541548205709,0.275777592603653,0.231987785281272,0.733725306591122,0.0753069474043611,0.467931994064669,0.457064017264537,0.143941482853822,0.19683339936144,0.458269013367342,0.053079060179265,0.143125648387489,0.0873094675906933,0.161366562298762,0.106491236777705,0.0232336162562641,0.0256144171531211,0.402101705092751,0.114941721150909,0.0503487488688155,0.189385522529996,0.103741500662678,0,0.335466283579491,0.179788264170551,0.372073594854208,0.409005300804486,0.134718747994972,0.113389890072186,0.307829067007083,0.344371889468674,0,0.190640494965408,0.0707114834454778,0.183642604761485,0,0.477554568420386,0.355681997213049
"ATI",0.397188578031322,0.430832544496129,0.470185711614834,0.926584322284796,0.149627075278765,0.574520654893413,0.633204263642513,0.234221160370741,0.275117953307207,0.634867649915536,0.0996134834173104,0.151159958652055,0.16559402153646,0.241896575929745,0.167719274411681,0.0548001188252341,0.0556684262674005,0.578832752298975,0.163532133944833,0.102411489170934,0.504253591767463,0.19047423635242,0,0.53352965349844,0.355928510548527,0.611217460280112,0.558566039951497,0.228955138877864,0.258508725854222,0.453224163190609,0.535028318567988,0,0.271552547746133,0.10592534467139,0.261927158707252,0,0.60188885998131,0.343353944316838
"Vascular-Endothelial_D",0.0288097670287586,0.0171412775510052,0,0.0270097803373683,0,0.0230383757755221,0,0,0,0.0181678000528698,0,0.0155269770665322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_C",0.164927247511107,0.196008892716355,0.216290752065291,0.492458004406507,0.0837555208947852,0.282323143533409,0.405758690694468,0.157533069602195,0.2175285600843,0.254267749888342,0.0532951044294349,0.0794573826551035,0.0974290821013684,0.173236449482615,0.127364663557684,0.0324452879125013,0.0245783255320712,0.325501247244844,0.120221024852424,0.0588368672921721,0.20131721863433,0.0675001902877395,0,0.329539111863193,0.153842855768886,0.368054211015181,0.297032654726629,0.170216432791389,0.0958629361859493,0.231572054614586,0.287527076421086,0,0.0926306245163166,0.0732209056644307,0.193625226155838,0,0.557648768737613,0.209499672844648
"Ciliated",0.270519652531073,0.220615434010575,0.21762449797404,0.787837859434862,0.0551481411474408,0.413948208390191,0.43504510186509,0.127009739027442,0.168713963270239,0.412425182250664,0.0379377573281832,0.114446119153734,0.073618533906522,0.148460600530464,0.0965562805241052,0.0168840376412943,0.0194993271563017,0.437408665688783,0.0890798799772188,0.0416834764573269,0.131891402051837,0.104682942561804,0,0.316195871211859,0.149233177033755,0.296582621099429,0.402406695566096,0.0914723542916194,0.105138067663197,0.283218922580347,0.25884875007415,0,0.190125541170884,0.0628286425943162,0.14559465057893,0,0.442818638350258,0.275801014015268
"Club",0.482071271850124,0.489693466872388,0.402773697145418,1.07071179015512,0.148694925775572,0.684962487883353,0.577091305093936,0.23481992018263,0.262774696356985,0.654222284975786,0.112206352784231,0.156775778869055,0.222062858882972,0.248825637373276,0.168349073915433,0.0480289325099596,0.0559804778261138,0.589119141913851,0.143253515326631,0.114745215654163,0.335541062401709,0.147335376138327,0,0.552606911102742,0.425087960156219,0.548137522604631,0.558503318556665,0.227288153249687,0.201455069642009,0.444450378802574,0.479731334745435,0,0.275370046725279,0.123171876402355,0.302679780839741,0,0.61319953380825,0.371616518329253
"Vascular-Endothelial_B",0.0169506273569967,0.0101127517020806,0,0.0190297661794702,0,0.015247476120569,0,0,0,0.0109428401589031,0,0.00849845121760756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0.0386716795682996,0.0216250110244405,0,0.0304580125347032,0,0.0251628064522416,0,0,0,0.0235134521694706,0,0.0284017653254782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0.0865429175286936,0.0802480800349094,0,0.074826306987726,0,0.0648977955831105,0,0,0,0.054938005602591,0,0.0737908780970172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0.395283637301622,0.358133905744321,0.579499859735596,0.887217680636324,0.111683040080757,0.541206440814049,0.500937406827801,0.175435890675313,0.233639298300722,0.516358046797881,0.0665785646602692,0.135425806695682,0.137325538081328,0.179839568430662,0.122721285791471,0.0298578554065747,0.0340115428034654,0.600996253575406,0.127044725168361,0.0910380157828281,0.193668583285185,0.123651199769804,0,0.390388265140972,0.255613318552931,0.400922812986565,0.429800713285394,0.140037201506896,0.149903859186711,0.338508391362805,0.337196382737891,0,0.208056874634064,0.0765327098236765,0.228534625138302,0,0.508524019876808,0.302274523357372
"T_Regulatory",0.0670450377054211,0.0664742194704136,0,0.0745269215687179,0,0.0574208090347576,0,0,0,0.0492046967071254,0,0.0733118614266041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0.486497192180826,0.690905054259635,0.826342299647753,1.02019533246876,0.230191133786838,0.779868947388549,0.909482765599447,0.271014315948819,0.364321748453612,0.60975062515193,0.227174287152948,0.190431815765181,0.240853919436633,0.263045899413884,0.188114220387264,0.0578726547030135,0.0631927048146425,0.935245155144599,0.213903932035697,0.17690503528493,0.476116509443204,0.174719159130719,0,0.835652418281349,0.462670081263542,0.669455911242183,0.669429782868443,0.317350096654118,0.178076569239808,0.409132442860272,0.445527337761749,0,0.247861673659858,0.123663967430195,0.392765487783624,0,0.77278602474051,0.558797344684344
"Innate_lymphoid_B",0.0860150328424205,0.0519216957547024,0,0.0636125287819345,0,0.0536840173773189,0,0,0,0.0449702027529985,0,0.0698110412096884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0.0594360896309005,0.018870567124862,0,0.102309953155947,0,0.0440167157270673,0,0,0,0.0339911481769069,0,0.011306490615133,0,0,0,0,0,0.0197703401711528,0,0,0,0,0,0.0191345181196903,0,0,0.0256280333166052,0,0,0,0,0,0.0268869098473737,0,0,0,0,0.0328428121965326
"Dendritic_B",0.0494885652264693,0.0177479891879992,0,0.124889072446375,0,0.0402028207850127,0,0,0,0.0428303423974379,0,0.180689860566529,0,0,0,0,0,0.0290144450228018,0,0,0,0,0,0.120458056889024,0,0,0.560792492332237,0,0,0,0,0,0.177818359927876,0,0,0,0,0.351031914648853
"Dendritic_Langerhans",0.0913980608946007,0.0791320734065266,0,0.0843461945950878,0,0.0790240526037477,0,0,0,0.0660535067480836,0,0.134313464682145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0.10147626773025,0.0430305470084479,0,0.0994219915019513,0,0.0767282511485442,0,0,0,0.0541796810618534,0,0.0788806032267379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_E",0.103178294691381,0.15978130903187,0.19785900608791,0.313446640425659,0.0842643243728828,0.200608559629147,0.567648662358799,0.168326994111602,0.225641752002227,0.201202035938201,0.0704675891264988,0.0610070856149162,0.0864271601241313,0.163323883131198,0.128073434384957,0.0266482268454549,0.0206780804290896,0.517283549570299,0.127221155374247,0.0641479199868986,0.200571331428916,0.101733000136569,0,0.265435825698222,0.150643603036918,0.39675016733734,0.306164383207249,0.172064383380462,0.090238194230656,0.261224867391866,0.24969307689231,0,0.10603713680204,0.0667766407858336,0.197937313611702,0,0.812973435603579,0.259479787989748
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0.805555656121243,1.35782054732949,1.81004511423449,1.70607067953328,0.616771300864718,1.50395766019826,2.03890979186309,0.693786736743093,1.23567042460548,1.05546820298369,1.14977291498808,0.444945666759944,0.709015234190007,0.553841716706069,0.417917411966986,0.434941633322247,0.233473937338287,2.03054015467292,0.384864862549736,0.707939314020087,0.917085367694444,0.318890477823654,0,1.53975066065013,2.318962679544,2.38750846554995,1.29459116106185,0.731483189853388,0.53970326604991,0.787946456499177,2.32853364093982,0,0.666881042665396,0.330115515100576,0.802195346452211,0,1.0247687844405,1.52779731271458
"Neuroendocrine",0.768785881584088,1.42873420846779,2.95816607392506,1.29785536379386,0.868201043041254,1.073678071305,1.57024915085921,0.87519906647866,1.45082527587856,1.03075532366022,1.39369729521016,0.571430691163933,0.720788004101529,0.764284031563813,0.659484368461113,0.281760891203406,0.218475761963876,1.45678120920082,0.470502720597256,0.575554483111303,0.93950541132308,0.387072450795954,0,1.39585985717037,1.40825993238604,2.4292995310277,1.61092466432081,1.12330942302113,0.677560989028188,1.15826491402559,1.39260439589082,0,0.789484019910417,0.366606891851444,0.833366722431831,0,2.05864686963089,0.560209683371402
