"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"T",0.00981192182792807,0,0,0.055639860243464,0,0.0314796167557323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537707554944529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0.369441554019603,0.259619981297796,0.477923432788891,0.927609377107919,0.118046050089929,0.68111514528338,1.15131196222727,0.420266619262097,0,0.257231032027305,0,0,0.387396115437236,0.408156376419981,0.271818031056177,0,0.0882444728222713,0.944695893060642,0.564577727201084,0.197367106349958,0.426371890634237,0.0901505945434472,0.700094392746027,0.657550357940502,0.469601432837587,0,0.739497686553294,0,0.321554046541848,0.5756481405027,0.870180049145011,0,0,0,0,0,0,0
"ATI",0.669142534958783,0.484876831644442,0.847890598368271,1.2176638377577,0.197746172008044,0.861448910671531,1.588582128455,0.710532546320029,0,0.453853960047578,0,0,0.698343789199181,0.667532860006988,0.454288570912865,0,0.152244393991332,1.44394409548652,0.854080733807033,0.355730134228791,1.03894811422897,0.162746956089495,1.19919238479733,0.918457471180994,0.819417565819775,0,0.854475086848671,0,0.587719592686622,0.87622567566386,1.03271104025616,0,0,0,0,0,0,0
"Vascular-Endothelial_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0.113659732332311,0.0633305475329026,0.233519454987367,0.550821749490489,0.0590567518729162,0.297609063294328,0.775859775815925,0.211344068707515,0,0.118188423293841,0,0,0.0966658919470209,0.19862829898953,0.137543042243943,0,0.0429453842916568,0.597211662453628,0.249486072083472,0.0731615514932234,0.169882953268313,0.0379729425557749,0.338934655270313,0.399143489802038,0.14908193704882,0,0.591156447661826,0,0.193556864646496,0.271182723604582,0.541608295205354,0,0,0,0,0,0,0
"Club",0.572482849744627,0.3494237012193,0.558341835227091,1.15679075222029,0.147070196135162,0.831259935538262,1.14323931610771,0.515710054484383,0,0.314255691342691,0,0,0.621355936665161,0.491913950504315,0.325658168954525,0,0.110761221137273,1.13740598329346,0.557692165941013,0.274547039756674,0.482434908888044,0.102791804332968,0.839742801557917,0.815619798165605,0.659962568631672,0,0.770593372657506,0,0.365194174295564,0.64580490989175,0.775442044214959,0,0,0,0,0,0,0
"Vascular-Endothelial_B",0.53948266629491,0.518271614981744,0.812434250970982,0.868259624492375,0.291544188722832,0.745269614822372,1.73966210779841,0.685447701533596,0,0.313748715432714,0,0,0.860735240205387,0.657833261285189,0.46399772458773,0,0.178842784894446,1.5735059646078,0.856251731828921,0.392506813649749,0.702068669643248,0.176824369959901,1.65858506254237,0.868700676868034,0.7763796949997,0,0.765755896016171,0,0.49883474637623,0.84559285332358,1.09754145055086,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0.0114369191437233,0,0,0.069128091492092,0,0.031142229705942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711320289096199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0.216530536960526,0.111077436890678,1.10183180671445,0.779437054774464,0.0918705820304749,0.646846179138575,0.803268333590167,0.355870815319081,0,0.267110749857159,0,0,0.179869402236812,0.313970881690116,0.244132093994607,0,0.0535314851928574,0.969100091193159,0.334148842034452,0.132245783901549,0.317191278527296,0.0473144556342657,0.966159137520227,0.54537488113622,0.218476034203323,0,0.811810333716596,0,0.335063317484016,0.448941585144416,0.701155041808705,0,0,0,0,0,0,0
"T_Regulatory",0.0471006244031383,0,0,0.199419962956813,0,0.0895949517172107,0,0,0,0,0,0,0,0,0,0,0,0.290438756784079,0,0,0,0,0,0.189761336034337,0,0,0.178924483534829,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0.0505319568463874,0,0,0.0653149389160095,0,0.0502147867361772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765672053480947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0.175876994074411,0,0,0.238542071288626,0,0.204027437734724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308712388108273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neuroendocrine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
