"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0.465866216556208,0.383645945288441,0,0.191411944235226,0,0.480038149044746,0,0.509035548570429,0,0.603626099127763,0,0,0,0,0,0,0,0.360647104122161,0.314448228125015,0,0,0,0,0.178540286687476,0,0,0,0,0,0,0,0,0.346999078719894,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_E",0.0265614915062998,0.0102234963347452,0,0.0467888769680242,0,0.024565225606011,0,0.0420758185824762,0,0.0574067118190856,0,0,0,0,0,0,0,0.0264323448298519,0.0245108460949521,0,0,0,0,0.0195438145260512,0,0,0,0,0,0,0,0,0.108052094031137,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neuroendocrine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
